Vampire Nocturnus Avatar | {U} | 1 |  | 0
Artificer's Epiphany | {2}{B} | 3 |  | 0
Common Courtesy | {2}{U} | 3 |  | 0
Artificer's Epiphany | {3}{B}{B} | 5 |  | 0
Mirri the Cursed Avatar | {1}{B}{B} | 3 |  | 0
Lightning Helix | {1}{B} | 2 |  | 0
Nivix, Aerie of the Firemind | {2}{W}{W} | 4 |  | 0
Vampire Nocturnus Avatar | {2} | 2 |  | 0
Moonglove Extract | {2}{R}{G} | 4 |  | 0
Highland Lake | {2}{R} | 3 |  | 0
Artificer's Epiphany | {2}{U} | 3 |  | 0
Lapse of Certainty | {2} | 2 |  | 0
Artificer's Epiphany | {1}{R} | 2 |  | 0
Moonglove Extract | {8}{U}{U}{U} | 11 |  | 0
Mouth | {B}{B}{B} | 3 |  | 0
Lapse of Certainty | {3}{U} | 4 |  | 0
Halimar Depths | {1}{B} | 2 |  | 0
Lapse of Certainty | {5} | 5 |  | 0
Common Courtesy | {2}{W} | 3 |  | 0
Lapse of Certainty | {3} | 3 |  | 0
Lapse of Certainty | {2}{R} | 3 |  | 0
Halimar Depths | {4} | 4 |  | 0
Heretic's Punishment | {0} | 0 |  | 0
Blind Fury | 1 | 1 |  | 0
Planeswalker's Favor | {4} | 4 |  | 0
Lapse of Certainty | {W} | 1 |  | 0
Lapse of Certainty | {4}{R} | 5 |  | 0
Planeswalker's Favor | {3}{R} | 4 |  | 0
Lapse of Certainty | {2}{U}{U} | 4 |  | 0
Jhoira of the Ghitu Avatar | {U} | 1 |  | 0
Unfulfilled Desires | {1} | 1 |  | 0
Artificer's Epiphany | {B}{B} | 2 |  | 0
Barbed Sextant | {1}{B} | 2 |  | 0
Lapse of Certainty | {6} | 6 |  | 0
Vampire Nocturnus Avatar | {G} | 1 |  | 0
Colossal Might | {2}{B}{B} | 4 |  | 0
Artificer's Epiphany | {1}{W} | 2 |  | 0
Artificer's Epiphany | {1}{R}{R} | 3 |  | 0
Halimar Depths | {2}{G}{G} | 4 |  | 0
Secret Salvage | {2}{G} | 3 |  | 0
Lapse of Certainty | {W} | 1 |  | 0
Halimar Depths | {3}{B} | 4 |  | 0
Colossal Might | {2}{R}{R} | 4 |  | 0
Lapse of Certainty | {3}{B}{B} | 5 |  | 0
Lapse of Certainty | {3}{U}{U} | 5 |  | 0
Lapse of Certainty | {4} | 4 |  | 0
Lapse of Certainty | {W} | 1 |  | 0
Forgotten Harvest | 1 | 1 |  | 0
Jhoira of the Ghitu Avatar | {4}{U} | 5 |  | 0
Moonglove Extract | {2}{W} | 3 |  | 0
Implement of Examination | {2}{B} | 3 |  | 0
Lapse of Certainty | {2}{B}{B} | 4 |  | 0
Lapse of Certainty | {3} | 3 |  | 0
Secret Salvage | {5} | 5 |  | 0
Common Courtesy | {1}{U} | 2 |  | 0
Purgatory | {4}{G} | 5 |  | 0
Lapse of Certainty | {2}{W} | 3 |  | 0
Halimar Depths | {2}{G}{G} | 4 |  | 0
Gruul Turf | {2}{B} | 3 |  | 0
Halimar Depths | {2}{U}{U} | 4 |  | 0
Lapse of Certainty | {1}{G} | 2 |  | 0
Lapse of Certainty | {1}{U} | 2 |  | 0
Vampire Nocturnus Avatar | {1}{R} | 2 |  | 0
Halimar Depths | {1}{R} | 2 |  | 0
Highland Lake | {1}{R} | 2 |  | 0
Illusionist's Stratagem | {6}{R}{R}{R} | 9 |  | 0
Implement of Examination | {U}{U}{U}{U} | 4 |  | 0
Massacre | {1}{W} | 2 |  | 0
Lapse of Certainty | {4} | 4 |  | 0
Vampire Nocturnus Avatar | {3}{W} | 4 |  | 0
Barbed Sextant | {2}{R}{R} | 4 |  | 0
Artificer's Epiphany | {X}{X}{R} | 1 |  | 0
Jhoira of the Ghitu Avatar | {3} | 3 |  | 0
Lapse of Certainty | {2} | 2 |  | 0
Artificer's Epiphany | {3}{B} | 4 |  | 0
Vernal Equinox | {3}{U}{U} | 5 |  | 0
Lapse of Certainty | {R}{R} | 2 |  | 0
Implement of Examination | {1}{R} | 2 |  | 0
Lapse of Certainty | {2}{G}{G} | 4 |  | 0
Death Stroke | {2}{G}{G} | 4 |  | 0
Artificer's Epiphany | {3}{W}{W} | 5 |  | 0
Nature's Cloak | {4} | 4 |  | 0
Lapse of Certainty | {4}{W}{W} | 6 |  | 0
Planeswalker's Favor | {X}{W}{U} | 2 |  | 0
Artificer's Epiphany | {1}{B} | 2 |  | 0
Jhoira of the Ghitu Avatar | {B} | 1 |  | 0
Scouring Sands | {2} | 2 |  | 0
Vampire Nocturnus Avatar | {G}{G} | 2 |  | 0
Barbed Sextant | {2}{R}{R} | 4 |  | 0
Lapse of Certainty | {2}{U} | 3 |  | 0
Artificer's Epiphany | {R} | 1 |  | 0
Artificer's Epiphany | {2}{B} | 3 |  | 0
Lapse of Certainty | {W}{W} | 2 |  | 0
Screams of the Damned | {2}{W} | 3 |  | 0
Reality Anchor | {2}{U} | 3 |  | 0
Lapse of Certainty | {1}{B}{B} | 3 |  | 0
Artificer's Epiphany | {4}{R}{R} | 6 |  | 0
Jhoira of the Ghitu Avatar | {1}{R} | 2 |  | 0
Metamorphosis | {W}{W} | 2 |  | 0
Forgotten Harvest | {1}{B} | 2 |  | 0
Doubling Cube | {1} | 1 |  | 0
Halimar Depths | {1} | 1 |  | 0
Common Courtesy | {1}{W} | 2 |  | 0
Forgotten Harvest | {2}{R} | 3 |  | 0
Artificer's Epiphany | {1}{U}{U} | 3 |  | 0
Moonglove Extract | {1} | 1 |  | 0
Planeswalker's Favor | {B} | 1 |  | 0
Artificer's Epiphany | {2}{W} | 3 |  | 0
Lapse of Certainty | {2}{U}{U} | 4 |  | 0
Lapse of Certainty | {1}{W} | 2 |  | 0
Doubling Cube | {R} | 1 |  | 0
Lapse of Certainty | {4}{U} | 5 |  | 0
Gruul Turf | {G} | 1 |  | 0
Minamo's Meddling | {1}{R} | 2 |  | 0
Artificer's Epiphany | {G} | 1 |  | 0
Lapse of Certainty | {3}{G}{G} | 5 |  | 0
Common Courtesy | {2}{R} | 3 |  | 0
Lapse of Certainty | {G} | 1 |  | 0
Jhoira of the Ghitu Avatar | 1 | 1 |  | 0
Jhoira of the Ghitu Avatar | 1 | 1 |  | 0
Jhoira of the Ghitu Avatar | 1 | 1 |  | 0
Jhoira of the Ghitu Avatar | 1 | 1 |  | 0
Barbed Sextant | 1 | 1 |  | 0
Artificer's Epiphany | 1 | 1 |  | 0
Spelltwine | 1 | 1 |  | 0
Jhoira of the Ghitu Avatar | 1 | 1 |  | 0
Halimar Depths | {4}{G}{G} | 6 |  | 0
Artificer's Epiphany | {1}{W} | 2 |  | 0
Bring Low | {3}{U} | 4 |  | 0
Arcanis, the Omnipotent Avatar | {W} | 1 |  | 0
Common Courtesy | {B} | 1 |  | 0
Testament of Faith | {R} | 1 |  | 0
Common Courtesy | {2}{G} | 3 |  | 0
Death Stroke | {B} | 1 |  | 0
Death Stroke | {2}{R} | 3 |  | 0
Common Courtesy | {1}{B}{B} | 3 |  | 0
Halimar Depths | {2}{R}{R} | 4 |  | 0
Minamo's Meddling | {4}{R}{R} | 6 |  | 0
Planeswalker's Favor | {2}{W} | 3 |  | 0
Lapse of Certainty | {1}{W} | 2 |  | 0
Lapse of Certainty | {5}{U}{U} | 7 |  | 0
Lapse of Certainty | {4}{B} | 5 |  | 0
Orcish Squatters Avatar | {5}{R} | 6 |  | 0
Artificer's Epiphany | {4}{B}{B} | 6 |  | 0
Colossal Might | 1 | 1 |  | 0
Implement of Examination | {B/R}{B/R}{B/R}{B/R}{B/R} | 5 |  | 0
Implement of Examination | {3}{B}{B} | 5 |  | 0
Planeswalker's Favor | {4}{B}{R} | 6 |  | 0
Aggressive Mining | {4}{W}{B} | 6 |  | 0
Implement of Examination | {3}{B}{B} | 5 |  | 0
Implement of Examination | {W} | 1 |  | 0
Scouring Sands | {3}{B}{G}{U} | 6 |  | 0
Arcanis, the Omnipotent Avatar | {3}{U}{R}{W} | 6 |  | 0
Peach Garden Oath | {G}{U}{R} | 3 |  | 0
Lapse of Certainty | {1}{G} | 2 |  | 0
Heretic's Punishment | {3}{B} | 4 |  | 0
Vampire Nocturnus Avatar | {5}{W}{U} | 7 |  | 0
Jhoira of the Ghitu Avatar | {X}{W}{W} | 2 |  | 0
Arcanis, the Omnipotent Avatar | {W}{W} | 2 |  | 0
Dust of Moments | {3}{W}{W} | 5 |  | 0
Arcanis, the Omnipotent Avatar | {1}{B}{B} | 3 |  | 0
Unfulfilled Desires | {2}{U} | 3 |  | 0
Jhoira of the Ghitu Avatar | {2}{U}{U} | 4 |  | 0
Artificer's Epiphany | {3}{W}{W} | 5 |  | 0
Lapse of Certainty | {4}{R}{R} | 6 |  | 0
Death Stroke | {5} | 5 |  | 0
Lapse of Certainty | 1 | 1 |  | 0
Jhoira of the Ghitu Avatar | {2}{G}{U} | 4 |  | 0
Lapse of Certainty | {2} | 2 |  | 0
Barbed Sextant | {B} | 1 |  | 0
Forgotten Harvest | {2}{G} | 3 |  | 0
Lapse of Certainty | 1 | 1 |  | 0
Lapse of Certainty | {R} | 1 |  | 0
Jhoira of the Ghitu Avatar | {3}{B} | 4 |  | 0
Colossal Might | {1}{U}{U} | 3 |  | 0
Heretic's Punishment | {W} | 1 |  | 0
Implement of Examination | {4} | 4 |  | 0
Halimar Depths | {R} | 1 |  | 0
Highland Lake | {1}{R} | 2 |  | 0
Lapse of Certainty | {3}{W} | 4 |  | 0
Lapse of Certainty | {3}{W} | 4 |  | 0
Lapse of Certainty | {3}{G}{G} | 5 |  | 0
Introductions Are in Order | {3} | 3 |  | 0
Artificer's Epiphany | {2}{G} | 3 |  | 0
Artificer's Epiphany | {4}{U} | 5 |  | 0
Highland Lake | {2}{U} | 3 |  | 0
Jhoira of the Ghitu Avatar | {1}{G} | 2 |  | 0
Death Stroke | {B} | 1 |  | 0
Enervate | {4}{G}{G} | 6 |  | 0
Jhoira of the Ghitu Avatar | {U} | 1 |  | 0
Halimar Depths | {4}{G} | 5 |  | 0
Underground River | {G} | 1 |  | 0
Planeswalker's Favor | {2}{W} | 3 |  | 0
Lapse of Certainty | {1}{R} | 2 |  | 0
Lapse of Certainty | {R} | 1 |  | 0
Artificer's Epiphany | {2}{U} | 3 |  | 0
Lapse of Certainty | {2}{R} | 3 |  | 0
Implement of Examination | {0} | 0 |  | 0
Colossal Might | {4} | 4 |  | 0
Common Courtesy | {1}{G} | 2 |  | 0
Reality Anchor | {1}{U} | 2 |  | 0
Artificer's Epiphany | {W} | 1 |  | 0
Lapse of Certainty | {W} | 1 |  | 0
Vampire Nocturnus Avatar | {G} | 1 |  | 0
Jhoira of the Ghitu Avatar | {1}{U}{U} | 3 |  | 0
Implement of Examination | 1 | 1 |  | 0
A Display of My Dark Power | {3}{B} | 4 |  | 0
Lapse of Certainty | {4}{W}{W} | 6 |  | 0
Forgotten Harvest | {4}{U} | 5 |  | 0
Leyline of Punishment | {R} | 1 |  | 0
Lapse of Certainty | {2}{G} | 3 |  | 0
Planeswalker's Favor | {3}{R} | 4 |  | 0
Lapse of Certainty | {3}{R} | 4 |  | 0
Strength from the Fallen | {3}{B}{B} | 5 |  | 0
Jhoira of the Ghitu Avatar | {W} | 1 |  | 0
Lapse of Certainty | {1}{B} | 2 |  | 0
Lapse of Certainty | {3}{W}{W} | 5 |  | 0
Implement of Examination | {3}{G}{G} | 5 |  | 0
Ancestral Memories | {1}{U} | 2 |  | 0
Highland Lake | {1}{W}{B} | 3 |  | 0
Artificer's Epiphany | {4}{U}{U} | 6 |  | 0
Doubling Cube | {R} | 1 |  | 0
Arcanis, the Omnipotent Avatar | {1}{W}{U} | 3 |  | 0
Your Puny Minds Cannot Fathom | {5}{W}{W} | 7 |  | 0
Planeswalker's Favor | {1}{R}{R} | 3 |  | 0
Artificer's Epiphany | {1}{U}{U} | 3 |  | 0
Lapse of Certainty | {2}{U} | 3 |  | 0
Lapse of Certainty | {3}{U} | 4 |  | 0
Seafarer's Quay | {2}{U}{U} | 4 |  | 0
Vampire Nocturnus Avatar | {2}{U} | 3 |  | 0
Halimar Depths | {4}{R} | 5 |  | 0
Moonglove Extract | {3}{R} | 4 |  | 0
Aggressive Mining | {2}{R} | 3 |  | 0
Barbed Sextant | {1}{R} | 2 |  | 0
Jhoira of the Ghitu Avatar | {4}{R} | 5 |  | 0
Implement of Examination | {2}{R} | 3 |  | 0
Planeswalker's Favor | {G} | 1 |  | 0
Forgotten Harvest | {1}{G} | 2 |  | 0
Implement of Examination | {4} | 4 |  | 0
Common Courtesy | {6} | 6 |  | 0
Death Stroke | {3}{W} | 4 |  | 0
Artificer's Epiphany | {W} | 1 |  | 0
Blasphemous Act | {2}{U} | 3 |  | 0
Mirri the Cursed Avatar | {5}{G} | 6 |  | 0
Jhoira of the Ghitu Avatar | {1}{G} | 2 |  | 0
Artificer's Epiphany | {2}{G} | 3 |  | 0
Lapse of Certainty | {4} | 4 |  | 0
Mighty Leap | {4} | 4 |  | 0
Security Detail | {0} | 0 |  | 0
Jhoira of the Ghitu Avatar | {4} | 4 |  | 0
Moonglove Extract | {W} | 1 |  | 0
Gruul Turf | {U} | 1 |  | 0
Death Stroke | {2}{U} | 3 |  | 0
Artificer's Epiphany | {2}{U} | 3 |  | 0
Languish | {1}{U} | 2 |  | 0
Lapse of Certainty | {1}{U} | 2 |  | 0
Moonglove Extract | {3}{U} | 4 |  | 0
Lapse of Certainty | {U} | 1 |  | 0
Lapse of Certainty | {2}{U} | 3 |  | 0
Colossal Might | {4}{B}{B} | 6 |  | 0
Gruul Turf | {2}{B}{B} | 4 |  | 0
Lapse of Certainty | {4}{B}{B} | 6 |  | 0
Artificer's Epiphany | {2}{B} | 3 |  | 0
Artificer's Epiphany | {3}{B} | 4 |  | 0
Artificer's Epiphany | {3}{B} | 4 |  | 0
Highland Lake | {2}{B} | 3 |  | 0
Artificer's Epiphany | {2}{B}{B} | 4 |  | 0
Gruul Turf | {B} | 1 |  | 0
Artificer's Epiphany | {5}{B} | 6 |  | 0
Lapse of Certainty | {1}{B} | 2 |  | 0
Artificer's Epiphany | {2}{R} | 3 |  | 0
Barbed Sextant | {R} | 1 |  | 0
Barbed Sextant | {1}{R} | 2 |  | 0
Lapse of Certainty | {X}{R}{R} | 2 |  | 0
Colossal Might | {1}{R} | 2 |  | 0
Halimar Depths | {X}{R} | 1 |  | 0
Colossal Might | {4}{R} | 5 |  | 0
Enervate | {2}{R} | 3 |  | 0
Artificer's Epiphany | {2}{R}{R} | 4 |  | 0
Lapse of Certainty | {1}{G} | 2 |  | 0
Lapse of Certainty | {2}{G} | 3 |  | 0
Halimar Depths | {G} | 1 |  | 0
Artificer's Epiphany | {4} | 4 |  | 0
Lapse of Certainty | {5} | 5 |  | 0
Common Courtesy | {4} | 4 |  | 0
Phosphorescent Feast | {7} | 7 |  | 0
Halimar Depths | {5} | 5 |  | 0
Lapse of Certainty | {W} | 1 |  | 0
Lapse of Certainty | {W} | 1 |  | 0
Lapse of Certainty | {1}{W} | 2 |  | 0
Halimar Depths | {1}{W} | 2 |  | 0
Barbed Sextant | {2}{U} | 3 |  | 0
Secret Salvage | {2}{B} | 3 |  | 0
Vampire Nocturnus Avatar | {1}{R} | 2 |  | 0
Artificer's Epiphany | {4} | 4 |  | 0
Moonglove Extract | {3} | 3 |  | 0
Artificer's Epiphany | 1 | 1 |  | 0
Highland Lake | {2}{W} | 3 |  | 0
Dust of Moments | {2}{W} | 3 |  | 0
Implement of Examination | {3}{U}{U} | 5 |  | 0
Rune of Protection: Blue | {3}{U}{U} | 5 |  | 0
Halimar Depths | {2}{U} | 3 |  | 0
Lapse of Certainty | {4}{B} | 5 |  | 0
Lapse of Certainty | {1}{B} | 2 |  | 0
Vampire Nocturnus Avatar | {2}{B}{B} | 4 |  | 0
Lapse of Certainty | {1}{B} | 2 |  | 0
Sunhome, Fortress of the Legion | {4}{B}{B} | 6 |  | 0
Unfulfilled Desires | {4}{R} | 5 |  | 0
Jhoira of the Ghitu Avatar | {1}{R} | 2 |  | 0
Jhoira of the Ghitu Avatar | {4}{R} | 5 |  | 0
Artificer's Epiphany | {R} | 1 |  | 0
Lapse of Certainty | {2}{G} | 3 |  | 0
Cover of Winter | {G} | 1 |  | 0
Moonglove Extract | {U} | 1 |  | 0
Nivix, Aerie of the Firemind | {2}{U} | 3 |  | 0
Lapse of Certainty | {1}{U} | 2 |  | 0
Implement of Examination | {2}{U} | 3 |  | 0
Barbed Sextant | {3}{U}{U} | 5 |  | 0
Barbed Sextant | {2}{B}{B} | 4 |  | 0
Aggressive Mining | {3}{B} | 4 |  | 0
Lapse of Certainty | {3}{B}{B} | 5 |  | 0
Lapse of Certainty | {3}{R} | 4 |  | 0
Lapse of Certainty | {1}{R} | 2 |  | 0
Artificer's Epiphany | {R} | 1 |  | 0
Dust of Moments | {G} | 1 |  | 0
Unfulfilled Desires | {3}{G} | 4 |  | 0
Death Stroke | {3} | 3 |  | 0
Death Stroke | {4} | 4 |  | 0
Nahiri's Wrath | {2} | 2 |  | 0
Barbed Sextant | {4} | 4 |  | 0
Colossal Might | {1}{W} | 2 |  | 0
Dust of Moments | {3}{G}{G} | 5 |  | 0
Barbed Sextant | {W} | 1 |  | 0
Dust of Moments | {1}{W} | 2 |  | 0
Highland Lake | {2}{W} | 3 |  | 0
Lapse of Certainty | {2}{W}{W} | 4 |  | 0
Lapse of Certainty | {W} | 1 |  | 0
Moonglove Extract | {1}{W} | 2 |  | 0
Colossal Might | {3}{U}{U} | 5 |  | 0
Death Stroke | {3}{U} | 4 |  | 0
Jhoira of the Ghitu Avatar | {1}{U} | 2 |  | 0
Lapse of Certainty | {1}{U} | 2 |  | 0
Common Courtesy | {1}{B}{B} | 3 |  | 0
Artificer's Epiphany | {B} | 1 |  | 0
Planeswalker's Favor | {4}{B} | 5 |  | 0
Artificer's Epiphany | {2}{B} | 3 |  | 0
Common Courtesy | {1}{B} | 2 |  | 0
Scorching Missile | {2}{B} | 3 |  | 0
Barbed Sextant | {2}{R} | 3 |  | 0
Moonglove Extract | {3}{R} | 4 |  | 0
Lapse of Certainty | {2}{R} | 3 |  | 0
Barbed Sextant | {1}{R} | 2 |  | 0
Lapse of Certainty | {2}{R} | 3 |  | 0
Lapse of Certainty | {2}{G} | 3 |  | 0
Collective Blessing | {4}{G}{G} | 6 |  | 0
Fearsome Awakening | {G} | 1 |  | 0
Lapse of Certainty | {1}{G} | 2 |  | 0
Lapse of Certainty | {1}{G} | 2 |  | 0
Implement of Examination | {3}{G} | 4 |  | 0
Lapse of Certainty | {6} | 6 |  | 0
Heretic's Punishment | 1 | 1 |  | 0
Lapse of Certainty | {2}{B} | 3 |  | 0
Lapse of Certainty | {2}{G} | 3 |  | 0
Lapse of Certainty | {B}{R} | 2 |  | 0
Implement of Examination | {R}{W} | 2 |  | 0
Moonglove Extract | {1}{R} | 2 |  | 0
Lapse of Certainty | {R} | 1 |  | 0
Jhoira of the Ghitu Avatar | 1 | 1 |  | 0
Colossal Might | {1}{R} | 2 |  | 0
Minamo's Meddling | {2}{G} | 3 |  | 0
Artificer's Epiphany | {W} | 1 |  | 0
Planeswalker's Favor | {2}{W} | 3 |  | 0
Lapse of Certainty | {3}{W} | 4 |  | 0
Colossal Might | {2}{U}{U} | 4 |  | 0
Lapse of Certainty | {U} | 1 |  | 0
Moonglove Extract | {1}{B}{B} | 3 |  | 0
Lapse of Certainty | {1}{R} | 2 |  | 0
Barbed Sextant | {G} | 1 |  | 0
Lapse of Certainty | {1}{G} | 2 |  | 0
Lapse of Certainty | {2}{G} | 3 |  | 0
Lapse of Certainty | {G} | 1 |  | 0
Artificer's Epiphany | {3} | 3 |  | 0
Artificer's Epiphany | {5} | 5 |  | 0
Vampire Nocturnus Avatar | {3} | 3 |  | 0
Jhoira of the Ghitu Avatar | {3}{W}{W} | 5 |  | 0
Vampire Nocturnus Avatar | {3}{U}{U} | 5 |  | 0
Death Stroke | {1}{U} | 2 |  | 0
Lapse of Certainty | {1}{B} | 2 |  | 0
Vernal Equinox | {4}{B}{B} | 6 |  | 0
Lapse of Certainty | {7}{B}{B} | 9 |  | 0
Reality Anchor | {2}{B} | 3 |  | 0
A Display of My Dark Power | {3}{R}{R} | 5 |  | 0
Planeswalker's Favor | {1}{R} | 2 |  | 0
Aggressive Mining | {2}{R} | 3 |  | 0
Barbed Sextant | {G} | 1 |  | 0
Vampire Nocturnus Avatar | {2}{G}{G} | 4 |  | 0
Common Courtesy | {1}{W} | 2 |  | 0
Artificer's Epiphany | {2}{W} | 3 |  | 0
Common Courtesy | {3}{W}{W} | 5 |  | 0
Jhoira of the Ghitu Avatar | {1}{W} | 2 |  | 0
Phosphorescent Feast | {W} | 1 |  | 0
Lapse of Certainty | {2}{U} | 3 |  | 0
Artificer's Epiphany | {1}{U} | 2 |  | 0
Planeswalker's Favor | {2}{U}{U} | 4 |  | 0
Mouth | {U} | 1 |  | 0
Barbed Sextant | {3}{U} | 4 |  | 0
Silverstrike | {1}{U} | 2 |  | 0
Highland Lake | {3}{B}{B} | 5 |  | 0
Planeswalker's Favor | {1}{B} | 2 |  | 0
